elo_prob1,score1,score2
0.790508448,51,23
0.488051858,23,43
0.731781411,23,13
0.441954245,9,13
0.507695783,13,19
0.862065538,17,20
0.5210447,10,28
0.560277787,17,28
0.867756225,33,23
0.923534079,30,24
0.827245485,24,10
0.477595031,37,0
0.682421945,29,26
0.552379452,43,23
0.809414101,10,13
0.66851639,22,17
0.519316266,43,21
0.405175873,21,31
0.456459305,24,40
0.771791226,3,24
0.512939078,17,27
0.593110984,24,27
0.71777134,55,14
0.284490564,20,13
0.129670505,17,41
0.80099103,31,14
0.586984342,20,16
0.815962025,38,17
0.792020161,21,7
0.474272644,13,17
0.81580551,31,17
0.727354365,45,21
0.671662188,22,9
0.707558095,14,6
0.669650732,7,23
0.671286311,7,27
0.672919013,10,27
0.648472627,17,19
0.492517157,24,20
0.881208304,13,6
0.559937391,21,13
0.480344618,20,42
0.359025742,10,16
0.277419155,22,7
0.553058278,53,20
0.352630427,24,27
0.169843838,24,20
0.403814223,28,31
0.790037129,34,9
0.881536322,23,3
0.702597748,39,36
0.449950235,13,22
0.716464624,21,13
0.678928609,27,24
0.884909645,17,13
0.597605472,24,26
0.571795778,19,3
0.362219186,21,24
0.829270452,43,24
0.693934939,38,3
0.558392139,27,34
0.583097959,10,33
0.675807478,34,17
0.537096868,3,19
0.44112529,26,21
0.646799045,32,35
0.701861087,45,21
0.395000429,25,24
0.305184268,29,18
0.857182678,49,27
0.634308145,26,10
0.81063124,52,0
0.618929037,33,34
0.281377008,13,14
0.494533017,16,29
0.568819294,31,13
0.337426436,13,16
0.471425866,28,41
0.794393936,24,17
0.561002358,13,28
0.371524981,24,25
0.482392508,14,24
0.484287154,7,36
0.824035212,34,17
0.728166401,30,24
0.359310605,13,27
0.657339144,17,14
0.727092868,10,41
0.191873268,24,13
0.657897765,21,42
0.349954329,0,24
0.40955345,14,23
0.798400926,43,37
0.466776671,6,12
0.536799166,11,16
0.420337258,20,27
0.640320914,27,38
0.767617932,19,17
0.793716154,17,7
0.739381128,17,10
0.831764424,31,13
0.428660942,0,30
0.710246305,16,14
0.37749724,21,13
0.820994881,41,13
0.767734972,24,13
0.418653688,10,22
0.909053319,20,12
0.523044053,15,31
0.570712984,21,13
0.603383416,35,38
0.232994627,27,24
0.70889512,17,13
0.386010132,25,13
0.44220271,6,35
0.14807489,16,17
0.682309655,14,30
0.584766444,42,7
0.312050093,26,24
0.653411435,20,12
0.222744227,3,20
0.356545702,14,20
0.652323402,27,37
0.656420556,37,35
0.407400346,37,28
0.493688374,20,17
0.197115426,17,44
0.909467942,47,14
0.657910721,30,20
0.88638518,20,6
0.518985755,26,34
0.572548254,3,34
0.829880837,23,17
0.686292822,13,9
0.19967691,10,27
0.567625882,19,7
0.844264225,9,17
0.608780369,27,17
0.813196328,20,10
0.38870676,20,23
0.781942975,24,37
0.647666502,17,30
0.527892734,27,16
0.688742718,24,20
0.597957028,26,10
0.683654492,35,31
0.826451828,31,17
0.686712804,13,24
0.588861492,26,21
0.738423818,28,22
0.671575857,45,7
0.415627777,28,24
0.722341919,28,21
0.432684959,10,17
0.314187001,34,31
0.341554408,9,20
0.52582065,27,14
0.543006497,20,27
0.617676454,31,10
0.337954296,23,31
0.570413968,33,28
0.665105488,31,19
0.643261459,14,42
0.617560898,19,13
0.378138648,13,33
0.732967231,27,26
0.474641532,26,24
0.658839041,20,3
0.525722462,24,31
0.685069493,24,17
0.763696627,19,26
0.503280836,26,16
0.595858546,20,24
0.377707949,23,48
0.599012106,43,18
0.62603977,24,19
0.612177633,28,14
0.389085964,24,10
0.427521081,32,40
0.319460331,37,33
0.365659572,23,20
0.506697113,10,20
0.532841147,27,17
0.713309571,7,20
0.682779841,32,21
0.753391253,27,22
0.908682563,51,17
0.585259055,17,24
0.378396534,33,35
0.748296768,28,39
0.429295766,6,12
0.542315188,24,28
0.535319426,31,14
0.63295442,20,27
0.72464115,19,9
0.670671955,47,7
0.862285549,26,0
0.510400756,14,41
0.404342705,12,24
0.7173592,38,28
0.687479231,20,23
0.457137196,14,27
0.794936951,16,13
0.662902351,48,21
0.366047293,23,20
0.678532219,36,21
0.725072373,10,24
0.530683932,22,20
0.292824946,23,37
0.728339929,30,27
0.378548229,3,17
0.765980836,23,20
0.782234077,22,24
0.379952874,26,20
0.788654511,13,10
0.494946221,20,27
0.579915985,38,31
0.751590771,17,18
0.824691138,24,10
0.676633429,39,17
0.788700251,25,19
0.345947512,13,14
0.782341069,30,33
0.537551636,27,24
0.434748644,17,42
0.255471593,10,16
0.384767743,6,30
0.639546283,30,27
0.49532515,20,24
0.40750878,31,21
0.560095237,25,13
0.488628963,10,38
0.741516469,34,20
0.437547898,20,31
0.247702318,23,26
0.470556846,21,34
0.661099191,37,34
0.599785314,16,10
0.65797073,23,27
0.8117954,27,20
0.523856055,25,20
0.349453919,27,34
0.607946893,27,7
0.411881958,3,20
0.237901418,34,31
0.613195016,31,30
0.587596654,44,26
0.66559458,24,6
0.411856652,23,13
0.297206985,7,10
0.838393489,30,23
0.689227454,21,27
0.500198149,19,28
0.702664639,29,37
0.553266068,27,20
0.662040711,27,16
0.708378217,26,18
0.867168216,36,7
0.615119359,45,10
0.750238112,20,6
0.609829522,27,6
0.370843596,20,23
0.553514769,52,49
0.812982429,20,23
0.292784977,20,34
0.64663587,29,26
0.500926035,10,16
0.480810738,34,20
0.412076977,12,13
0.575833129,29,10
0.741865636,29,26
0.889398954,31,10
0.824702064,28,34
0.773004839,28,23
0.925846489,27,10
0.725351702,38,35
0.552444944,37,29
0.61375003,33,17
0.664506362,21,18
0.407911556,18,32
0.484418508,17,16
0.317727814,27,24
0.539655518,27,33
0.676752108,19,22
0.562221013,17,22
0.826947714,30,9
0.849370371,16,18
0.797111437,20,22
0.714184063,13,37
0.191029715,10,27
0.459050968,47,14
0.73321235,19,20
0.41053785,10,6
0.436151701,14,30
0.762645425,13,29
0.283765261,26,27
0.626796322,32,39
0.839350317,6,10
0.619542634,19,13
0.592296592,14,24
0.859506835,44,16
0.643960684,16,13
0.801253441,17,45
0.591377755,18,13
0.334506854,15,17
0.610629513,24,17
0.575999511,21,24
0.355984971,3,33
0.792399194,29,13
0.545341772,13,30
0.596768527,34,31
0.84285673,20,13
0.521818613,45,14
0.344479703,14,33
0.831649305,13,17
0.504765684,10,20
0.705088146,30,22
0.54041995,25,31
0.420335865,20,14
0.722851354,25,12
0.446483959,21,24
0.617456153,38,20
0.683674742,24,6
0.820368265,31,7
0.292479403,13,19
0.654533003,39,30
0.413493509,30,24
0.401384444,27,33
0.384885169,23,27
0.503686665,7,38
0.462637877,15,13
0.590222857,30,21
0.62944614,20,23
0.262329795,3,27
0.203592587,3,37
0.537219307,42,39
0.526771314,23,19
0.651369079,20,26
0.318186714,20,34
0.264069714,3,17
0.880100613,28,35
0.225949159,38,41
0.611718173,45,10
0.526403646,16,19
0.762880279,23,20
0.636475528,17,24
0.804043914,30,8
0.334829827,6,35
0.854008123,38,0
0.317491668,51,16
0.511667169,21,14
0.634944864,21,24
0.551319265,23,20
0.411640249,24,10
0.675534704,20,33
0.849023403,10,3
0.869464764,12,15
0.770010352,28,7
0.314611599,6,27
0.509404382,24,31
0.615305581,31,23
0.552490179,16,19
0.49869396,17,23
0.346443869,14,34
0.466107564,35,25
0.735685398,38,17
0.314677018,35,38
0.940207162,33,16
0.584033149,10,16
0.910929424,30,13
0.305459338,20,30
0.319952209,14,24
0.586842053,30,14
0.569230547,34,27
0.348951047,17,40
0.57860757,27,35
0.59585426,23,20
0.642494506,24,38
0.56930795,21,26
0.256971901,20,13
0.676128181,32,17
0.311333573,6,34
0.638206038,16,6
0.318773307,20,17
0.495842491,12,18
0.316767837,26,20
0.89708637,17,13
0.656913513,38,27
0.866292222,17,23
0.658439397,38,8
0.668206845,49,17
0.589507395,20,17
0.229528209,12,28
0.802526091,30,6
0.539281401,22,17
0.514421096,20,24
0.774567059,24,16
0.180348996,20,10
0.690470125,17,20
0.616471106,30,35
0.52175981,23,34
0.81199728,30,24
0.894731437,38,10
0.459528425,19,16
0.683448494,6,36
0.844018339,27,20
0.847448956,23,17
0.675980854,13,20
0.39217521,0,30
0.578263099,16,18
0.438722548,9,10
0.465964828,18,35
0.514546672,27,20
0.655618698,26,20
0.545600285,31,24
0.583407021,23,16
0.606100017,49,15
0.588815751,20,18
0.414673393,24,10
0.59736859,21,20
0.674609727,23,14
0.531174279,13,7
0.322801941,23,27
0.689509134,24,31
0.806200248,33,27
0.293373761,16,25
0.604372518,34,35
0.512526019,22,23
0.713294764,29,10
0.817783751,12,10
0.560306026,19,20
0.566449924,35,39
0.602422106,21,23
0.456823971,16,38
0.533218407,28,0
0.572463451,31,37
0.784747483,46,27
0.622603436,16,13
0.438427302,19,12
0.808014752,15,16
0.633343587,23,27
0.638775091,24,16
0.80737818,31,24
0.42843172,20,25
0.327466309,9,3
0.781201216,40,7
0.800943965,34,20
0.603993578,28,35
0.663255965,38,14
0.5750418,17,14
0.487022225,14,29
0.700533048,27,0
0.37972382,17,19
0.687414893,34,27
0.646863562,27,29
0.475786988,17,29
0.400583535,33,18
0.466775152,10,17
0.657853481,10,22
0.678166505,30,24
0.525806831,32,37
0.778779104,37,18
0.597632556,26,22
0.444052531,34,3
0.680319144,24,3
0.66795089,31,17
0.540996249,32,45
0.72841376,22,7
0.336138976,30,27
0.672285386,27,28
0.458163411,48,33
0.434621333,17,14
0.816842669,27,20
0.732495988,31,20
0.445162747,17,27
0.757364106,0,16
0.238533471,7,27
0.701882965,13,17
0.547744034,17,24
0.625138614,34,35
0.554318026,43,14
0.780078971,24,10
0.403618238,21,33
0.637106192,10,16
0.247131318,13,33
0.656012139,29,23
0.727893101,31,13
0.751435712,31,13
0.723835604,17,30
0.464938024,24,23
0.774321856,16,23
0.506328113,28,14
0.641415877,34,31
0.535454683,19,30
0.756448391,23,16
0.801373077,14,17
0.275521018,21,13
0.695175387,35,17
0.645717203,28,26
0.251593825,30,15
0.551666239,27,23
0.808187072,45,16
0.619174662,16,17
0.586773862,31,28
0.415900974,41,38
0.503459056,27,20
0.426130046,10,26
0.681518979,26,24
0.692521528,16,30
0.66627434,26,23
0.709039295,28,3
0.805577787,26,10
0.521612746,10,17
0.593082098,24,16
0.434595309,21,10
0.562580472,20,17
0.355738153,28,25
0.820104848,31,17
0.487187954,16,33
0.7992075,27,21
0.477248426,26,34
0.737060356,30,33
0.547744709,17,34
0.542918658,16,27
0.510299957,6,6
0.714001938,27,9
0.593529133,36,22
0.523976052,27,27
0.590855217,20,13
0.295557999,25,20
0.50770125,30,20
0.380517711,14,30
0.3467586,28,31
0.554476306,24,30
0.483337531,25,41
0.782561815,27,19
0.557758004,33,32
0.586534079,29,23
0.252507317,20,10
0.419025751,28,43
0.223092947,10,35
0.528854912,27,23
0.709444749,16,22
0.425911556,21,14
0.899133571,19,14
0.49703915,28,23
0.444177491,23,41
0.454673959,10,13
0.735869939,26,31
0.716904436,43,35
0.391764901,30,20
0.686518262,31,25
0.809817525,28,7
0.527886586,26,20
0.635745857,6,9
0.314508509,21,24
0.479635158,17,20
0.345194735,47,25
0.412377906,23,25
0.591720287,36,10
0.537024978,24,15
0.616028405,24,31
0.516437682,30,35
0.850057813,23,20
0.657645961,24,31
0.566253488,21,20
0.693124222,23,20
0.826644969,26,19
0.561735335,12,16
0.841803384,17,19
0.754012648,27,17
0.260122016,9,24
0.694127345,24,17
0.75270768,22,16
0.542758242,30,24
0.557230498,10,14
0.727542546,26,15
0.182024231,17,30
0.637991123,42,24
0.497232919,27,20
0.559307832,16,13
0.69326382,31,26
0.532168471,7,28
0.624706699,49,21
0.248199521,13,27
0.858002336,28,21
0.672062801,13,21
0.554654524,19,14
0.567356326,21,27
0.593300821,38,19
0.811739993,31,24
0.291058491,14,5
0.311465416,17,22
0.579549321,35,32
0.569113393,27,30
0.687086527,13,27
0.460298904,15,17
0.645825047,26,6
0.562792423,32,14
0.860279392,26,10
0.524499112,13,28
0.555207117,38,6
0.20532055,10,20
0.483140789,28,29
0.634641453,21,13
0.593738061,38,24
0.64218095,24,14
0.583912737,21,28
0.582834014,31,23
0.70864178,40,7
0.577206567,10,41
0.691966782,21,13
0.531383878,20,27
0.273319918,16,25
0.314540007,13,10
0.536850556,22,27
0.687420215,28,16
0.639272002,17,22
0.246549568,10,23
0.501959254,26,23
0.820863251,20,17
0.426419541,17,23
0.405571053,38,10
0.371546451,14,42
0.661135247,16,11
0.409797491,10,7
0.785683759,30,23
0.843210993,24,3
0.487045257,13,34
0.660434475,27,26
0.880361888,33,13
0.82579086,21,20
0.531579628,17,6
0.312558377,27,30
0.46903287,20,24
0.680697893,6,34
0.852306874,17,19
0.698448738,41,48
0.901801939,41,13
0.459385348,3,16
0.409856691,16,19
0.721108754,26,20
0.580961226,15,26
0.449847881,24,19
0.55798706,16,33
0.70094772,38,25
0.90044004,41,3
0.589726948,31,34
0.348878794,38,17
0.312617308,20,17
0.380562891,21,41
0.670622259,33,25
0.735788816,21,22
0.545968946,31,24
0.747769173,31,34
0.573492461,12,10
0.729378536,31,27
0.699620264,33,10
0.703136607,42,21
0.927782935,27,24
0.767834131,38,10
0.467346318,24,17
0.578088974,27,10
0.349458423,14,35
0.341795953,27,13
0.52887617,17,16
0.809741143,24,20
0.419553328,30,10
0.374177598,6,44
0.755413918,38,32
0.586187415,10,19
0.248864326,27,37
0.184210831,23,25
0.528436881,24,6
0.511799363,24,31
0.462730463,27,14
0.71357583,26,6
0.730245894,30,12
0.659946988,38,13
0.617996152,36,20
0.845610352,34,16
0.567714195,31,34
0.638993123,16,18
0.609840369,44,21
0.703052347,36,17
0.392700277,28,34
0.690309273,27,42
0.242270725,18,21
0.62652409,0,20
0.636825657,21,12
0.541509819,35,23
0.492608566,16,26
0.743804375,7,29
0.583206697,17,30
0.275151832,17,23
0.428651525,46,9
0.61425696,17,9
0.348849077,3,23
0.645399954,19,3
0.592346568,29,19
0.741970389,24,21
0.626681256,9,13
0.733966543,27,20
0.587967537,16,37
0.75613274,29,7
0.356944723,20,36
0.655792982,9,3
0.822410324,24,10
0.532440834,13,16
0.706797266,26,9
0.741290162,45,20
0.481190236,17,19
0.838658313,12,9
0.548044911,20,27
0.555149537,42,17
0.625458111,34,23
0.574706625,10,24
0.465626592,39,41
0.303946845,44,7
0.244571739,23,17
0.465215345,26,30
0.815885289,36,33
0.663715086,27,24
0.445203337,26,16
0.720991426,13,34
0.566822992,34,17
0.451164294,20,6
0.759998706,31,28
0.471299936,33,27
0.754475559,27,24
0.262642658,10,24
0.488483769,27,10
0.547852077,17,28
0.820676377,35,14
0.472266957,0,20
0.445075718,9,26
0.770484649,17,23
0.784554448,30,35
0.593132433,23,20
0.55498766,57,14
0.783801605,30,33
0.571204234,7,14
0.402008587,7,31
0.401233196,24,26
0.626115181,25,23
0.805392367,18,15
0.625675057,16,10
0.69170342,46,18
0.776905165,29,20
0.389246809,14,19
0.632673019,24,27
0.678049941,22,27
0.799362342,9,30
0.652098212,34,7
0.487589282,20,16
0.351621472,14,17
0.752917297,26,23
0.591248824,16,10
0.679226481,17,30
0.453149478,10,16
0.528996801,31,35
0.332598754,34,42
0.422619442,17,20
0.567574252,23,28
0.826674835,33,17
0.577986204,52,38
0.328417617,17,24
0.4419033,23,10
0.776063777,17,20
0.828260001,26,24
0.751455404,24,27
0.584282908,38,33
0.662267441,17,27
0.676490442,16,17
0.767242211,13,19
0.765727857,10,23
0.587739059,36,22
0.326969943,31,30
0.667508366,30,27
0.632835134,17,26
0.64947948,31,28
0.394124978,17,3
0.682216518,24,16
0.320332025,9,12
0.467855553,33,0
0.545566277,0,27
0.273526544,10,40
0.722012461,29,14
0.451290958,21,0
0.459437936,7,24
0.684802086,23,7
0.688874616,34,24
0.526133775,40,0
0.156415211,16,33
0.545653571,3,17
0.663152781,34,14
0.704219737,24,23
0.786675829,20,12
0.396779471,20,25
0.838395902,21,13
0.901490529,33,10
0.727054871,41,38
0.519939535,19,33
0.476976768,15,20
0.784296328,29,19
0.414777019,34,21
0.492322273,20,17
0.56278132,23,20
0.72332596,14,20
0.61654271,23,7
0.746905341,51,23
0.786589032,30,10
0.509318637,17,51
0.342405519,10,20
0.755095239,14,17
0.475488003,28,17
0.60124843,24,27
0.660135108,17,30
0.436926963,16,22
0.308129178,17,20
0.631554927,24,20
0.884748753,38,24
0.501635284,30,38
0.44681356,16,23
0.475348699,10,47
0.667839508,20,17
0.533434745,15,10
0.711531367,33,7
0.376536634,31,21
0.556305904,27,7
0.287891692,16,41
0.705504893,45,21
0.756146249,40,17
0.790585253,34,31
0.589689243,20,30
0.252904117,12,9
0.227684007,7,19
0.617790285,24,7
0.566175354,31,21
0.665435016,0,23
0.38147138,24,27
0.53625714,54,24
0.211729759,8,33
0.60376232,17,20
0.531633129,9,37
0.577616168,31,34
0.525294325,23,30
0.677214743,6,28
0.675790257,20,10
0.433336248,27,35
0.781608756,10,16
0.484522004,16,20
0.842002303,30,16
0.783539658,34,20
0.899546313,35,17
0.875136659,31,3
0.21714578,13,24
0.451097708,27,24
0.445871894,26,20
0.638473402,21,14
0.775248712,31,28
0.68385187,23,16
0.614373973,38,14
0.565363212,35,9
0.632939714,26,20
0.662278238,24,13
0.753196457,30,10
0.59827583,44,20
0.605980524,9,14
0.375505402,38,31
0.272886428,3,23
0.71625037,14,15
0.890004114,19,10
0.710685765,24,17
0.429713854,16,32
0.656296748,31,21
0.483723118,24,10
0.342897391,20,23
0.555620796,20,17
0.72145864,13,7
0.389497504,10,30
0.758881889,16,26
0.229531223,21,27
0.467344458,31,24
0.710366043,7,33
0.671647523,26,15
0.496904557,21,24
0.469953927,12,7
0.685914669,30,13
0.504382461,23,0
0.520243281,35,43
0.46863542,30,24
0.712135658,39,38
0.193235381,27,20
0.510238401,13,25
0.725236708,20,10
0.621692234,30,13
0.691999866,31,24
0.588271308,20,15
0.834780786,34,7
0.824892444,31,19
0.20108345,29,34
0.166945511,10,27
0.619171887,24,16
0.789527074,45,7
0.63733763,7,42
0.368131155,25,23
0.528719845,24,27
0.495927928,17,20
0.318870887,21,24
0.844303544,23,16
0.393189703,0,16
0.401470568,23,27
0.399847581,26,17
0.764104417,29,13
0.602289385,27,11
0.594740784,23,13
0.835147739,37,16
0.821432119,20,3
0.43302674,7,14
0.799204945,22,19
0.292699321,44,33
0.697636528,23,0
0.605967461,12,21
0.234948728,6,34
0.824553139,19,10
0.907279772,26,6
0.853249187,23,10
0.769711459,0,6
0.953943865,28,24
0.637389833,35,11
0.385804249,18,10
0.555491274,22,13
0.612702887,22,10
0.754415257,24,26
0.514582432,16,22
0.268565996,31,24
0.770991117,27,31
0.348054316,24,27
0.502631339,15,10
0.851920681,13,34
0.705114108,30,10
0.751576261,21,22
0.494110577,13,26
0.589808859,10,3
0.646917202,31,26
0.568898925,15,10
0.850963552,35,14
0.756760106,42,45
0.634623666,29,24
0.812718473,24,20
0.566719328,38,7
0.584412562,33,41
0.654709871,18,12
0.527358029,27,20
0.757369642,24,16
0.496098809,23,34
0.41710089,15,20
0.738118718,40,48
0.862153315,27,20
0.6374796,47,3
0.211215753,21,21
0.555933397,28,38
0.457192716,27,24
0.596243543,16,8
0.60786968,6,24
0.630539239,24,23
0.710578747,17,48
0.499923274,13,33
0.503666471,34,23
0.400094052,29,29
0.620855306,31,24
0.614679484,12,20
0.851545599,21,18
0.533072525,20,31
0.701890828,20,17
0.373611051,27,21
0.577036052,37,42
0.75049032,9,21
0.577368585,30,27
0.737902312,34,0
0.634781609,20,19
0.440266678,31,20
0.75754541,20,13
0.462879101,24,17
0.379594007,21,17
0.682321334,28,20
0.713656404,6,9
0.680969969,27,14
0.784962561,6,27
0.573908063,31,17
0.660024622,37,43
0.588275097,22,27
0.773247049,38,27
0.630889686,31,21
0.829402982,20,16
0.637494697,35,23
0.545627811,14,16
0.547217146,24,13
0.355079152,26,10
0.542246521,27,30
0.647349874,38,31
0.667932338,34,37
0.619530333,26,24
0.402504688,26,23
0.743353602,31,12
0.527399899,22,0
0.683845352,36,37
0.695897335,38,7
0.534098176,48,10
0.431110534,17,20
0.707645281,45,42
0.679940603,29,27
0.352895659,18,33
0.630856107,14,26
0.346704816,23,27
0.828982906,38,24
0.238749426,12,9
0.523259593,13,12
0.596413535,31,23
0.566408328,41,17
0.562505797,34,16
0.628321637,27,17
0.684486954,30,14
0.802086564,33,31
0.731797898,26,10
0.65936153,18,28
0.698605433,21,23
0.495162547,31,33
0.390426272,19,16
0.732053912,43,19
0.292383385,13,34
0.669045029,34,29
0.667439405,42,34
0.310073371,14,38
0.478463243,20,13
0.33353306,3,27
0.544752213,31,28
0.449923828,23,17
0.743088221,27,17
0.535237231,21,28
0.312807252,20,23
0.525102995,0,21
0.527159347,40,7
0.536513615,43,40
0.657710309,33,30
0.614618508,10,45
0.617236584,20,19
0.770320531,26,23
0.563763586,21,32
0.400517216,31,38
0.686619106,17,21
0.477650896,37,5
0.439679849,17,37
0.719415718,7,20
0.566774467,23,24
0.294680547,10,39
0.527361657,20,17
0.757306184,45,10
0.803502964,23,20
0.600255575,42,23
0.334915756,18,24
0.390198987,13,20
0.570917166,14,28
0.619731918,37,34
0.878180108,33,18
0.824788827,30,23
0.573589008,36,21
0.651354936,24,10
0.557187154,28,42
0.793509352,29,27
0.575216501,18,15
0.553635907,20,30
0.285191792,6,25
0.623643763,34,3
0.462367825,9,41
0.756760768,42,28
0.548457638,14,38
0.678122787,24,9
0.615837913,13,6
0.159561049,21,37
0.539001029,16,23
0.607422567,17,25
0.540622727,17,19
0.590079009,45,35
0.81093042,31,17
0.659176858,14,28
0.614136729,52,21
0.544499272,3,16
0.362719449,14,51
0.219499482,28,16
0.649527608,34,22
0.561708973,29,26
0.880824522,26,14
0.372523536,34,10
0.630979177,10,41
0.239989902,6,20
0.694482297,36,31
0.613594522,31,12
0.744900591,20,27
0.66891129,23,27
0.668529909,27,24
0.674877158,24,21
0.518544172,38,35
0.617654188,21,23
0.622780215,19,22
0.429139853,20,19
0.448946727,38,10
0.319866547,16,20
0.797679804,22,23
0.678974221,21,23
0.739879057,48,7
0.53757677,25,20
0.539442971,54,51
0.471615274,16,23
0.645723869,31,23
0.807342079,31,17
0.746254801,20,35
0.83223724,34,17
0.629740806,27,9
0.231972868,13,27
0.798165118,25,22
0.624053235,27,30
0.555536751,24,21
0.843332087,45,10
0.301266438,24,17
0.682144655,27,24
0.709089547,24,17
0.581706844,34,17
0.360523146,13,10
0.728174075,17,20
0.313333765,30,27
0.766213635,29,13
0.575046138,21,17
0.413207678,24,17
0.534640574,16,26
0.515300685,10,24
0.493097196,6,0
0.318805209,16,30
0.171749477,33,40
0.777002058,26,22
0.82804126,43,16
0.673718178,24,10
0.622100081,30,33
0.693347578,28,13
0.659498542,30,9
0.379850259,26,20
0.261258289,14,28
0.678294255,21,24
0.686227999,16,40
0.284747416,34,33
0.69724604,23,27
0.707329028,27,24
0.525552942,34,20
0.843524742,26,21
0.371373626,20,14
0.215622802,24,21
0.585335361,29,23
0.508916549,3,17
0.435797021,15,6
0.617414804,21,7
0.659710463,28,29
0.358731787,22,29
0.692237835,16,17
0.467732406,23,0
0.740397148,24,17
0.75847212,20,12
0.734500681,40,14
0.721027612,41,17
0.485220872,0,17
0.485042032,14,13
0.655589127,30,16
0.604439321,13,16
0.2872377,26,23
0.508798072,17,10
0.697511624,23,30
0.30506049,9,12
0.731474287,25,16
0.664065445,10,22
0.615063117,10,24
0.453476087,9,27
0.746362132,27,20
0.841532175,24,12
0.601554774,26,18
0.606885217,7,17
0.431365797,38,44
0.741175981,28,27
0.663991422,32,30
0.316871088,9,14
0.23037072,9,31
0.738686285,31,28
0.461475409,38,31
0.387958893,27,14
0.459232616,32,34
0.648489538,0,31
0.869977789,14,33
0.708548127,20,3
0.89210597,38,3
0.589478221,42,17
0.380205134,35,36
0.350399483,0,24
0.883113249,35,3
0.359813669,9,23
0.82714422,16,13
0.560701182,10,24
0.81147076,26,24
0.851314614,48,32
0.877146522,27,24
0.621960634,17,33
